track_name,artist(s)_name,released_year,released_month,released_day,streams,danceability_%,valence_%,energy_%,acousticness_%,liveness_%,speechiness_%
HAPPY,NF,2023,3,25,52722996,73,22,86,31,12,4
La Bebe,Yng Lvcas,2021,12,24,191945597,78,75,46,62,12,35
I Know - PR1SVX Edit,"Kanii, PR1ISVX",2023,3,24,77377503,67,11,76,8,30,7
Late Night Talking,Harry Styles,2022,5,20,743693613,71,90,73,30,11,5
Le�,Mar��lia Mendo,2022,12,9,267789608,74,79,87,45,30,3
Save Your Tears (with Ariana Grande) (Remix),"Ariana Grande, The Weeknd",2020,3,20,1221813483,65,63,79,3,10,3
Something in the Orange,Zach Bryan,2022,4,22,449701773,59,22,38,42,12,3
VOID,Melanie Martinez,2023,3,29,67070410,72,42,66,18,19,4
Dijeron Que No La Iba Lograr,"Fuerza Regida, Chino Pacas",2023,3,14,116334601,70,76,79,26,11,7
Midnight Rain,Taylor Swift,2022,10,21,433356509,64,18,37,72,12,7
If We Ever Broke Up,Mae Stephens,2023,2,10,165584767,90,96,73,62,9,4
You Proof,Morgan Wallen,2022,5,13,367814306,73,64,85,25,61,3
LA INOCENTE,"Feid, Mora",2022,4,1,477033549,76,46,79,31,7,6
Malas Decisiones,Kenia OS,2022,10,26,156214700,81,64,79,5,31,3
Murder In My Mind,Kordhell,2022,1,21,448843705,71,57,97,1,13,11
Gangsta's Paradise,"Coolio, L.V.",1995,7,11,1357608774,63,40,61,9,56,6
CAIRO,"Karol G, Ovy On The Drums",2022,11,13,294352144,95,43,69,47,9,31
I Love You So,The Walters,2014,11,28,972164968,58,46,67,65,13,4
Dark Red,Steve Lacy,2017,2,20,920045682,60,77,78,45,12,6
Say You Won't Let Go,James Arthur,2016,9,9,2420461338,40,45,56,69,9,5
The Hills,The Weeknd,2015,5,27,1947371785,36,12,57,9,14,8
Heart To Heart,Mac DeMarco,2019,5,10,244658767,90,64,14,67,11,10
Peaches (from The Super Mario Bros. Movie),Jack Black,2023,4,7,68216992,71,41,31,79,10,5
Marisola - Remix,"Duki, NICKI NICOLE, Cris Mj, Standly, Stars Music Chile",2022,12,15,223582566,77,72,87,17,7,5
LOKERA,"Brray, Rauw Alejandro, Lyanno",2022,7,25,471819764,83,58,83,21,10,5
Low,SZA,2022,12,9,272377463,70,34,55,43,16,6
Numb,Linkin Park,2003,3,24,1361425037,50,24,86,0,64,4
Tormenta (feat. Bad Bunny),"Gorillaz, Bad Bunny",2023,2,24,149778242,64,30,77,46,38,6
on the street (with J. Cole),"j-hope, J. Cole",2023,3,3,116599790,68,81,82,53,9,13
One Thing At A Time,Morgan Wallen,2022,12,2,148469433,61,92,91,0,26,3
Miss You,"Robin Schulz, Oliver Tree",2022,8,5,497225336,59,20,74,1,15,5
Ain���t Tha,Morgan Wallen,2023,3,3,88791109,64,67,80,0,36,3
Thinkin��� B,Morgan Wallen,2023,3,3,125917280,66,43,76,49,12,3
Private Landing (feat. Justin Bieber & Future),"Don Toliver, Future, Justin Bieber",2023,2,23,105062254,84,44,67,8,11,6
Everything I Love,Morgan Wallen,2023,1,31,95623148,56,72,85,0,15,3
Heaven,Niall Horan,2023,2,17,144584800,57,68,76,7,33,3
LET GO,Central Cee,2022,12,15,298063749,74,51,45,86,21,38
Sial,Mahalini,2023,1,23,166570053,56,20,43,89,12,4
I Wrote The Book,Morgan Wallen,2023,1,31,83021468,68,83,81,9,8,4
"Apna Bana Le (From ""Bhediya"")","Arijit Singh, Sachin-Jigar",2022,11,5,139836056,59,44,56,80,6,3
SPIT IN MY FACE!,ThxSoMch,2022,10,31,303216294,73,65,79,5,11,6
PLAYA DEL INGL�,"Myke Towers, Quevedo",2022,12,15,221409663,79,66,74,8,11,5
Man Made A Bar (feat. Eric Church),"Morgan Wallen, Eric Church",2023,3,3,58890931,50,49,76,12,12,3
Red Ruby Da Sleeze,Nicki Minaj,2023,3,3,81419389,70,29,73,12,11,26
Kahani Suno 2.0,Kaifi Khalil,2022,5,31,156777415,58,26,38,91,10,4
Nobody Gets Me,SZA,2022,12,9,284908316,36,28,28,81,18,3
PERO T,"Karol G, Quevedo",2023,2,23,93438910,86,68,79,39,11,29
Hype Boy,NewJeans,2022,8,1,363472647,59,78,94,27,29,23
Bloody Mary,Lady Gaga,2011,1,1,372476382,59,49,65,2,13,3
Monoton�,"Ozuna, Shakira",2022,10,19,380726517,87,82,70,42,21,5
98 Braves,Morgan Wallen,2023,3,3,56533272,49,48,67,10,26,3
WANDA,Quevedo,2023,1,20,175399345,72,96,63,25,21,7
Thought You Should Know,Morgan Wallen,2022,5,6,203221468,53,51,70,49,14,3
In The End,Linkin Park,2000,10,24,1624165576,55,40,90,1,32,6
Zona De Perigo,Leo Santana,2022,12,8,134294498,81,97,77,75,35,3
Lovezinho,Treyce,2022,7,28,70069745,82,61,59,30,12,4
I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",2022,6,3,609293408,74,43,69,12,12,7
Neverita,Bad Bunny,2022,5,6,671365962,88,43,50,7,14,5
Vista Al Mar,Quevedo,2022,9,8,362361576,76,49,56,80,10,13
Sem Alian��a no ,"MC Xenon, Os Gemeos da Putaria",2022,12,23,93587665,53,40,36,73,11,33
Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, JID, Arcane",2021,9,3,1223481149,72,59,76,24,42,28
Revenge,XXXTENTACION,2017,8,25,1022258230,75,18,25,78,11,26
Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",2022,11,3,263453310,65,72,95,31,92,5
LA CANCI�,"J Balvin, Bad Bunny",2019,6,28,1435127549,75,43,65,15,11,32
Qu�� Ago,"Yuridia, Angela Aguilar",2022,10,20,236857112,73,88,57,56,5,2
Love Again,The Kid Laroi,2023,1,27,147538971,66,47,40,72,11,3
After Hours,The Weeknd,2020,2,19,698086140,66,16,57,10,12,3
About Damn Time,Lizzo,2022,7,15,723894473,84,72,74,10,34,7
Born With A Beer In My Hand,Morgan Wallen,2023,3,3,34450974,53,61,81,5,36,4
,Fujii Kaze,2020,5,20,403097450,60,52,76,17,19,5
Besos Moja2,"Wisin & Yandel, ROSAL�",2022,9,29,309483971,74,64,73,6,10,6
Maan Meri Jaan,King,2022,10,12,319566866,70,40,51,35,10,4
Moscow Mule,Bad Bunny,2022,5,6,909001996,80,29,67,29,12,3
My Universe,"Coldplay, BTS",2021,9,24,1061966512,58,42,68,1,14,4
Devil Don���,Morgan Wallen,2023,3,3,32526947,53,32,66,38,9,3
LLYLM,ROSAL�,2023,1,27,124988687,56,56,63,13,19,27
I'm Not Here To Make Friends,"Sam Smith, Calvin Harris, Jessie Reyez",2023,1,27,103787664,70,84,90,17,41,6
TRUSTFALL,P!nk,2023,1,27,134255790,64,25,89,0,15,9
ANTIFRAGILE,LE SSERAFIM,2022,10,17,301051721,88,82,80,8,11,8
Boy's a liar,PinkPantheress,2022,11,30,156338624,66,74,84,25,21,4
VIBE (feat. Jimin of BTS),"TAEYANG, Jimin",2023,1,13,152850295,79,60,68,7,26,4
Shirt,SZA,2022,10,28,309653982,82,55,45,15,9,10
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,2022,10,28,297328960,25,17,30,90,13,3
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,2022,9,22,332506354,64,31,72,15,9,5
"Sex, Drugs, Etc.",Beach Weather,2016,11,4,480507035,57,47,84,1,52,4
Boy With Luv (feat. Halsey),"Halsey, BTS",2019,4,12,1065580332,65,80,86,9,19,10
"Hey, Mickey!",Baby Tate,2016,9,27,122763672,92,73,51,55,15,6
Calm Down,R�,2022,2,9,445763624,81,82,78,38,12,4
Jhoome Jo Pathaan,"Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar",2022,12,22,1365184,82,62,74,10,33,7
Escapism. - Sped Up,"RAYE, 070 Shake",2022,11,25,184308753,44,38,77,9,9,20
Space Song,Beach House,2015,1,1,789753877,51,62,79,22,14,3
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],"BTS, Jung Kook, FIFA Sound",2022,11,20,323358833,71,34,88,16,44,4
Te Felicito,"Shakira, Rauw Alejandro",2022,4,21,606361689,70,57,64,23,8,32
Mu��,"Steve Aoki, Tini, La Joaqui",2023,1,12,120972253,68,83,71,3,31,8
TV,Billie Eilish,2022,7,21,338564981,41,9,25,84,14,4
I'm Not The Only One,Sam Smith,2014,1,1,1606986953,68,50,49,56,8,4
Heather,Conan Gray,2020,3,20,1301799902,47,25,43,62,32,3
"Besharam Rang (From ""Pathaan"")","Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",2022,12,12,140187018,77,65,80,6,15,4
One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",2017,6,2,1897517891,79,59,86,4,8,11
Sugar Rush Ride,TOMORROW X TOGETHER,2023,1,27,107642809,71,83,89,1,17,9
Pink Venom,BLACKPINK,2022,8,19,551305895,80,71,69,2,27,10
WAIT FOR U (feat. Drake & Tems),"Drake, Future, Tems",2022,4,27,556585270,46,34,64,31,7,34
Don't Start Now,Dua Lipa,2019,10,31,2303033973,79,68,79,1,10,8
After Dark,Mr.Kitty,2014,8,8,646886885,58,4,60,7,8,3
Eu Gosto Assim - Ao Vivo,"Gustavo Mioto, Mari Fernandez",2022,9,16,222612678,64,61,91,15,72,4
INDUSTRY BABY (feat. Jack Harlow),"Jack Harlow, Lil Nas X",2021,7,23,1814349763,74,89,70,2,5,6
MIDDLE OF THE NIGHT,Elley Duh,2020,1,10,872137015,41,9,61,2,12,5
Atlantis,Seafret,2015,4,22,571386359,40,23,48,5,12,3
PUNTO 40,"Baby Rasta, Rauw Alejandro",2022,9,22,304079786,87,20,83,0,31,9
Evoque Prata,"DJ Escobar, MC MENOR SG, MC MENOR HR",2022,9,9,174006928,87,52,52,31,28,24
How Do I Say Goodbye,Dean Lewis,2022,8,5,284785823,40,39,64,21,7,7
Blind,SZA,2022,12,9,163284000,46,60,28,91,21,4
Die For You,Joji,2022,11,4,246390068,47,15,52,38,29,5
Doja,Central Cee,2022,7,20,482257456,91,97,57,38,40,29
Gatita,Bellakath,2022,10,3,168684524,90,76,81,15,33,6
Rumble,"Skrillex, Flowdan, Fred again..",2022,1,17,78489819,81,6,84,5,6,6
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"Travis Scott, 21 Savage, Metro Boomin",2022,12,2,195516622,49,24,66,19,18,29
Yonaguni,Bad Bunny,2021,6,4,1260594497,64,44,65,28,14,12
Super Freaky Girl,Nicki Minaj,2022,8,12,428685680,95,91,89,6,31,24
Running Up That Hill (A Deal With God),Kate Bush,1985,9,16,1024858327,63,20,55,72,6,6
Dream On,Aerosmith,1973,1,5,838586769,39,24,43,39,23,3
Limbo,Freddie Dredd,2022,8,11,199386237,80,46,62,3,11,46
Where Are You Now,"Lost Frequencies, Calum Scott",2021,7,30,972509632,67,26,64,52,17,10
WORTH NOTHING,"Twisted, Oliver Tree",2022,9,28,213438580,58,17,62,18,20,8
Bad Habits,Ed Sheeran,2020,9,3,1555511105,81,59,90,5,36,3
KICK BACK,Kenshi Yonezu,2022,10,12,210038833,58,29,94,0,9,11
Evergreen (You Didn���t Deserve Me A,Omar Apollo,2022,4,8,227918678,70,31,34,60,11,4
Good Days,SZA,2020,12,24,826623384,46,53,78,23,72,6
Levitating (feat. DaBaby),"Dua Lipa, DaBaby",2020,3,27,1802514301,70,92,83,1,7,6
Woman,Doja Cat,2021,6,25,1329090101,82,88,76,9,12,9
Shut up My Moms Calling - (Sped Up),Hotel Ugly,2022,9,14,181831132,65,36,47,31,12,10
Ferrari,"James Hype, Miggy Dela Rosa",2022,3,14,462791599,84,70,69,1,5,5
"You're On Your Own, Kid",Taylor Swift,2022,10,21,348647203,69,40,39,41,13,6
"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya",2022,7,17,366599607,58,44,57,57,10,3
Agudo M��gi,"Styrx, utku INC, Thezth",1930,1,1,90598517,65,49,80,22,7,5
Payphone,"Maroon 5, Wiz Khalifa",2012,1,1,1479264469,74,51,74,2,29,4
All I Want for Christmas Is You,Mariah Carey,1994,10,28,1449779435,34,33,63,16,7,4
Last Christmas,Wham!,1984,1,1,1159176109,74,88,65,28,46,3
Rockin' Around The Christmas Tree,Brenda Lee,1958,1,1,769213520,70,85,41,71,45,5
Jingle Bell Rock,Bobby Helms,1957,1,1,741301563,74,78,37,84,6,3
It's Beginning To Look A Lot Like Christmas,Michael Bubl,2011,10,14,807561936,35,38,23,91,29,3
Santa Tell Me,Ariana Grande,2013,12,13,834129063,46,53,63,5,30,18
It's the Most Wonderful Time of the Year,Andy Williams,1963,10,14,663832097,24,76,60,77,12,4
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,1959,11,16,446390129,45,72,24,91,18,4
Snowman,Sia,2017,1,1,690104769,72,33,51,48,9,3
Underneath the Tree,Kelly Clarkson,2013,10,25,485285717,51,69,81,0,21,5
Feliz Navidad,Jos�� Felic,1970,11,1,520034544,50,96,82,47,34,4
Holly Jolly Christmas,Michael Bubl,2011,10,14,476244795,65,70,47,87,9,4
Mistletoe,Justin Bieber,2011,1,1,629173063,67,88,54,51,9,4
Sleigh Ride,The Ronettes,1963,11,22,404664135,53,84,77,40,32,3
Seek & Destroy,SZA,2022,12,9,98709329,65,35,65,44,21,7
Love Language,SZA,2022,12,9,110849052,71,55,26,85,13,8
Happy Xmas (War Is Over),"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",1971,12,1,460492795,33,39,61,32,77,3
Used (feat. Don Toliver),"SZA, Don Toliver",2022,12,8,94005786,73,71,69,53,32,9
A Holly Jolly Christmas - Single Version,Burl Ives,1952,1,1,395591396,67,81,36,64,15,3
The Christmas Song (Merry Christmas To You) - Remastered 1999,Nat King Cole,1946,11,1,389771964,36,22,15,84,11,4
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,1979,11,16,403939487,75,74,58,36,9,3
Do They Know It's Christmas? - 1984 Version,Band Aid,1984,11,25,481697415,60,23,57,0,27,3
Ghost in the Machine (feat. Phoebe Bridgers),"SZA, Phoebe Bridgers",2022,12,9,110073250,62,59,43,84,11,5
Special,SZA,2022,12,9,88092256,60,19,20,78,11,5
Merry Christmas Everyone,Shakin' Stevens,1984,1,1,351636786,72,91,87,14,13,3
Let It Snow! Let It Snow! Let It Snow!,"Frank Sinatra, B. Swanson Quartet",1950,1,1,473248298,60,86,32,88,34,6
SOS,SZA,2022,12,9,73981293,51,51,66,67,9,23
Open Arms (feat. Travis Scott),"SZA, Travis Scott",2022,12,8,155653938,67,22,59,76,15,16
White Christmas,"Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",1942,1,1,395591396,23,19,25,91,40,3
Driving Home for Christmas - 2019 Remaster,Chris Rea,1986,1,1,429504768,51,87,58,36,18,4
Christmas (Baby Please Come Home),Darlene Love,1963,11,22,242767149,34,35,76,39,8,5
Gone Girl,SZA,2022,12,9,65362788,43,42,44,57,15,6
F2F,SZA,2022,12,9,67540165,53,47,74,9,34,4
Notice Me,SZA,2022,12,9,62019074,72,78,68,28,11,12
Merry Christmas,"Ed Sheeran, Elton John",2017,11,10,135723538,59,60,94,24,10,4
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",1958,1,1,295998468,73,72,32,77,15,5
My Only Wish (This Year),Britney Spears,2000,11,7,261116938,67,69,72,17,19,3
Antidepresan,"Mabel Matiz, Mert Demir",2022,11,4,136689549,70,92,59,3,10,3
Wild Flower (with youjeen),RM,2022,12,2,135611421,49,42,77,3,12,9
I Hate U,SZA,2021,12,3,356709897,54,41,39,51,11,16
Raindrops (Insane) [with Travis Scott],"Travis Scott, Metro Boomin",2022,12,2,110649992,80,15,54,9,38,5
SPIT IN MY FACE!,ThxSoMch,2022,10,31,301869854,70,57,57,9,11,7
Deck The Hall - Remastered 1999,Nat King Cole,1959,1,1,127027715,69,96,36,81,8,4
Smoking on my Ex Pack,SZA,2022,12,9,57144458,47,33,68,24,22,38
Conceited,SZA,2022,12,9,56870689,79,77,46,5,11,7
Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",2022,10,21,323437194,66,19,32,69,12,4
Maroon,Taylor Swift,2022,10,21,317726339,64,4,40,6,10,6
Tubar��o Te,"Dj LK da Esc��cia, Tchakabum, mc jhenny, M",2022,9,28,116144341,89,48,74,30,7,36
Bejeweled,Taylor Swift,2022,10,21,328207708,70,39,56,6,9,7
Tarot,"Bad Bunny, Jhay Cortez",2022,5,6,608228647,80,42,68,2,66,4
You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani, Blake Shelton",2005,9,20,180577478,63,93,88,1,12,4
Desesperados,"Chencho Corleone, Rauw Alejandro",2021,6,25,809306935,87,51,69,36,9,8
Too Late,SZA,2022,12,8,49262961,45,35,68,78,39,8
Party,"Bad Bunny, Rauw Alejandro",2022,5,6,614555082,83,47,80,2,24,9
Run Rudolph Run - Single Version,Chuck Berry,1958,1,1,245350949,69,94,71,79,7,8
Jingle Bells - Remastered 1999,Frank Sinatra,1957,1,1,178660459,51,94,34,73,10,5
Far,SZA,2022,12,9,51641685,61,48,55,67,16,8
On Time (with John Legend),"John Legend, Metro Boomin",2022,12,2,78139948,33,51,59,76,44,6
GAT��,"Maldy, Karol G",2022,8,25,322336177,63,34,86,26,21,39
abcdefu,Gayle,2021,8,13,1007612429,70,42,54,30,37,5
Sacrifice,The Weeknd,2022,1,7,326792833,70,91,79,3,7,10
Is There Someone Else?,The Weeknd,2022,1,7,391251368,70,60,58,4,16,3
Fingers Crossed,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",2022,1,5,349585590,60,45,47,62,31,5
Out of Time,The Weeknd,2022,1,7,339659802,65,82,74,27,32,5
Do It To It,"Cherish, ACRAZE",2021,8,20,674772936,85,64,81,2,7,9
We Don't Talk About Bruno,"Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",2021,11,19,432719968,58,83,45,36,11,8
Pepas,Farruko,2021,6,24,1309887447,76,44,77,1,13,3
How Do I Make You Love Me?,The Weeknd,2022,1,7,119238316,80,62,51,2,9,8
Gasoline,The Weeknd,2022,1,7,116903579,74,35,73,0,21,5
Infinity,Jaymes Young,2017,6,23,888046992,67,50,67,15,30,4
Less Than Zero,The Weeknd,2022,1,7,200660871,53,50,79,0,8,3
Take My Breath,The Weeknd,2021,8,6,130655803,70,35,77,1,26,4
good 4 u,Olivia Rodrigo,2021,5,14,1887039593,56,68,66,28,11,18
"Here We Go��� Again (feat. Tyler, the Cr","The Weeknd, Tyler, The Creator",2022,1,7,88103848,41,27,64,36,60,3
Best Friends,The Weeknd,2022,1,7,101114984,49,49,59,44,35,21
Kiss Me More (feat. SZA),"SZA, Doja Cat",2021,4,9,1575467011,77,74,66,30,13,3
I Heard You're Married (feat. Lil Wayne),"The Weeknd, Lil Wayne",2022,1,7,91656026,75,85,84,10,31,19
Need To Know,Doja Cat,2021,6,11,1042568408,66,19,61,30,9,7
MONTERO (Call Me By Your Name),Lil Nas X,2020,9,18,1735441776,61,76,51,30,38,15
love nwantiti (ah ah ah),Ckay,2019,7,26,726837877,74,53,73,61,13,4
Dawn FM,The Weeknd,2022,1,7,53933526,27,10,49,62,49,5
Surface Pressure,Jessica Darrow,2021,11,19,267758538,65,37,58,2,4,31
Starry Eyes,The Weeknd,2022,1,7,74601456,28,13,41,50,19,3
THATS WHAT I WANT,Lil Nas X,2021,9,17,920797189,74,55,85,1,5,22
One Right Now (with The Weeknd),"The Weeknd, Post Malone",2021,11,5,539595276,68,72,78,4,7,5
Beggin,M��ne,2017,12,8,1367810478,71,59,80,13,36,5
Mon Amour - Remix,"Aitana, zzoilo",2020,9,21,578207856,75,36,76,12,10,10
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Julieta Venegas, Bad Bunny, Tainy",2021,10,5,775542072,64,14,70,9,9,8
MONEY,Lisa,2021,9,10,863625566,83,40,55,16,14,23
The Motto,"Ti��sto, Ava",2021,11,4,656013912,75,46,76,3,9,4
Happier Than Ever,Billie Eilish,2021,7,30,1056760045,31,31,24,76,14,4
Moth To A Flame (with The Weeknd),"The Weeknd, Swedish House Mafia",2021,10,22,611994237,56,16,67,0,11,4
traitor,"Juan Cruz Toledo, Huilen Toledo",2021,5,21,1230855859,29,12,33,68,12,5
Toxic,BoyWithUke,2021,9,10,582981380,59,69,61,84,46,36
drivers license,Olivia Rodrigo,2021,1,8,1858144199,59,21,43,76,10,7
Malvad�,"Xam��, Gustah, Neo B",2021,11,30,240684449,82,52,61,38,14,27
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,2021,11,12,583687007,63,21,52,28,9,3
Don���t Break My,The Weeknd,2022,1,7,63803529,77,25,62,34,23,3
Oh My God,Adele,2021,11,19,466214729,53,55,73,9,3,5
Entre Nosotros (Remix) [con Nicki Nicole],"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",2022,1,5,236940480,70,61,44,40,37,4
A Tale By Quincy,The Weeknd,2022,1,7,41924466,46,55,50,71,10,11
I AM WOMAN,Emmy Meli,2021,11,18,225259194,65,46,47,12,13,16
Medallo,"Justin Quiles, Lenny Tav��rez, BL",2021,10,27,393230256,79,79,70,57,66,8
It'll Be Okay,Shawn Mendes,2021,12,1,287201015,40,7,29,62,9,3
Softcore,The Neighbourhood,2018,3,9,599770206,57,36,58,5,15,3
Super Gremlin,Kodak Black,2021,10,30,342779426,83,11,41,0,36,14
Volv,"Aventura, Bad Bunny",2021,8,3,673801126,73,79,86,42,7,18
Todo De Ti,Rauw Alejandro,2020,11,2,1168642797,81,57,63,40,10,4
Love Nwantiti - Remix,"Ckay, AX'EL, Dj Yo!",2019,8,30,540539717,58,44,60,44,5,6
Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",2021,11,5,383550148,63,85,62,6,35,4
Meet Me At Our Spot,"THE ANXIETY, Willow, Tyler Cole",2020,3,13,530511203,77,40,47,2,9,3
Every Angel is Terrifying,The Weeknd,2022,1,7,37307967,44,52,94,11,4,29
Tacones Rojos,Sebastian Yatra,2021,10,22,510876816,75,93,86,8,14,3
Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber, Daniel Caesar, Giveon",2021,3,19,1445941661,63,49,68,38,42,18
Dakiti,"Bad Bunny, Jhay Cortez",2020,10,30,1763363713,73,14,57,40,11,5
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago pzk",2021,12,29,374191487,66,76,82,47,10,32
L��,Stromae,2022,1,9,108809090,56,58,55,35,23,11
Nost��l,"Chris Brown, Rvssian, Rauw Alejandro",2021,9,8,436695353,73,60,85,17,24,5
Better Days (NEIKED x Mae Muller x Polo G),"NEIKED, Mae Muller, Polo G",2021,9,24,421040617,72,67,68,0,14,4
Life Goes On,Oliver Tree,2020,7,17,501541661,70,57,49,19,12,8
Sad Girlz Luv Money Remix (feat. Kali Uchis),"Kali Uchis, Amaarae, Moliy",2021,9,16,354065229,86,31,53,43,11,6
Butter,BTS,2021,5,21,1143647827,79,70,36,0,6,11
pushin P (feat. Young Thug),"Young Thug, Future, Gunna",2022,1,7,311395144,77,49,42,1,13,19
You Right,"Doja Cat, The Weeknd",2021,6,24,672656250,83,44,62,2,8,6
deja vu,Olivia Rodrigo,2021,4,1,1256880657,44,22,60,61,42,9
Dynamite,BTS,2020,8,21,1692897992,75,74,77,1,9,10
TO THE MOON,Jnr Choi,2021,11,5,245095641,74,39,65,5,11,35
Lost in the Fire,"The Weeknd, Gesaffelstein",2019,1,11,686734357,66,18,68,9,12,4
Salimo de Noche,"Trueno, Tiago pzk",2021,10,21,261414174,67,78,63,29,12,5
Volando - Remix,"Sech, Bad Bunny, Mora",2021,7,8,610045621,66,63,69,21,11,7
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",2021,3,5,1115880852,59,72,62,18,9,3
Knife Talk (with 21 Savage ft. Project Pat),"Drake, Project Pat, 21 Savage",2021,9,3,594482982,85,22,37,13,7,30
Don't Be Shy,"Ti��sto, Kar",2021,8,1,566954746,77,51,79,20,26,6
Love Grows (Where My Rosemary Goes),Edison Lighthouse,1970,1,1,BPM110KeyAModeMajorDanceability53Valence75Energy69Acousticness7Instrumentalness0Liveness17Speechiness3,53,75,69,7,17,3
LA FAMA (with The Weeknd),"The Weeknd, ROSAL�",2021,11,11,374706940,77,82,30,95,13,5
The Family Madrigal,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",2021,11,19,184937148,59,56,63,12,6,36
Phantom Regret by Jim,The Weeknd,2022,1,7,31959571,46,23,48,75,14,4
Dos Oruguitas,Sebastian Yatra,2021,11,19,167076418,42,47,36,76,9,5
Freaks,Surf Curse,2015,5,10,824420218,35,41,94,0,5,5
Acapulco,Jason Derulo,2021,9,1,363467642,77,51,79,5,16,5
Daddy Issues,The Neighbourhood,2015,10,30,1127468248,59,33,52,7,12,3
thought i was playing,"21 Savage, Gunna",2022,1,7,60680939,68,29,73,0,7,7
ELEVEN,IVE,2021,12,1,247737946,83,59,73,6,5,11
Mood (feat. Iann Dior),"24kgoldn, Iann Dior",2020,7,24,1699402402,70,76,72,22,27,4
What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",2021,11,19,154797871,72,54,71,26,10,4
DANCE CRIP,Trueno,2021,11,17,198883004,86,86,79,11,8,9
Miserable Man,David Kushner,2022,1,7,124407432,63,31,35,93,29,3
happier,Olivia Rodrigo,2021,5,21,850608354,39,36,45,81,8,13
Praise God,Kanye West,2021,8,29,376333030,80,21,55,1,26,17
Get Into It (Yuh),Doja Cat,2021,6,25,516784627,91,79,66,32,9,16
Before You Go,Lewis Capaldi,2019,11,1,1608045237,45,19,60,63,9,6
Sky,Playboi Carti,2020,12,25,506778838,79,56,91,26,13,21
Rolling in the Deep,Adele,2010,11,29,1472799873,73,52,76,13,5,3
Sobrio,Maluma,2021,7,8,513643924,76,63,77,14,15,22
Peru,"Ed Sheeran, Fireboy DML",2021,12,23,261286503,96,71,42,57,8,9
favorite crime,Olivia Rodrigo,2021,5,21,783706581,40,19,29,86,34,4
Thunder,"Prezioso, Gabry Ponte, LUM!X",2021,5,7,422691058,67,40,90,3,34,6
The Business,Ti�,2020,1,1,1062345656,80,24,62,41,11,23
positions,Ariana Grande,2020,10,23,1252563873,73,66,80,44,9,12
I WANNA BE YOUR SLAVE,M��ne,2021,3,19,851070493,75,96,61,0,18,4
Vai L�� Em Casa ,"Mar��lia Mendon��a, George Henrique &",2021,10,22,263894529,46,62,83,53,97,28
The Feels,TWICE,2021,10,1,345903614,81,92,90,9,8,7
HEARTBREAK ANNIVERSARY,Giveon,2020,2,21,951637566,61,59,46,56,13,5
No Lie,"Sean Paul, Dua Lipa",2016,11,18,956865266,74,45,89,5,26,13
OUT OUT (feat. Charli XCX & Saweetie),"Charli XCX, Jax Jones, Joel Corry, Saweetie",2021,8,13,427486004,79,79,84,2,5,5
Pope Is a Rockstar,SALES,2016,4,20,156658366,73,31,45,85,11,3
2055,Sleepy hallow,2021,4,14,624515457,78,65,52,46,12,31
Bored,Billie Eilish,2017,3,30,777765388,60,11,33,90,8,5
Happier Than Ever - Edit,Billie Eilish,2021,7,28,412795151,45,12,57,7,23,3
Astronaut In The Ocean,Masked Wolf,2019,1,1,1138474110,78,47,70,18,15,9
Ley Seca,"Anuel Aa, Jhay Cortez",2021,9,2,355219175,76,58,84,10,13,10
